,date,power,temp,holiday,dayOfWeek,power_yesterday,increase
0,2016-10-02,41308,28.0,1,6,46078,-10.352011806067972
1,2016-10-03,49054,28.4,0,0,41308,18.751815628933862
2,2016-10-06,49753,28.8,0,3,50089,-0.6708059653816207
3,2016-10-07,49849,28.1,0,4,49753,0.19295318875243703
4,2016-10-08,49059,28.3,1,5,49849,-1.5847860538827259
5,2016-10-09,45712,28.9,1,6,49059,-6.822397521351842
6,2016-10-10,49554,28.5,0,0,45712,8.404795239761988
7,2016-10-11,47059,28.4,0,1,49554,-5.034911409775194
8,2016-10-12,50659,29.1,0,2,47059,7.649971312607577
9,2016-10-13,46522,26.0,0,3,50659,-8.166367279259362
10,2016-10-14,50467,24.9,0,4,46522,8.479858991444909
11,2016-10-15,40584,24.3,1,5,50467,-19.58309390294648
12,2016-10-16,39192,27.1,1,6,40584,-3.4299231224127738
13,2016-10-17,44242,28.0,0,0,39192,12.885282710757298
14,2016-10-18,46996,28.5,0,1,44242,6.22485421093079
15,2016-10-19,44265,28.3,0,2,46996,-5.811132862371266
16,2016-10-20,47597,27.8,0,3,44265,7.5273918445724615
17,2016-10-21,46780,28.7,0,4,47597,-1.7164947370632604
18,2016-10-22,48418,29.2,1,5,46780,3.5014963659683622
19,2016-10-23,45524,28.6,1,6,48418,-5.977115948614152
20,2016-10-24,54774,28.3,0,0,45524,20.31895264036552
21,2016-10-25,49905,26.7,0,1,54774,-8.8892540256326
22,2016-10-26,52730,27.3,0,2,49905,5.660755435327122
23,2016-10-27,53527,27.9,0,3,52730,1.5114735444718377
24,2016-10-28,58653,28.2,0,4,53527,9.576475423617987
25,2016-10-29,50584,27.8,1,5,58653,-13.757182070823317
26,2016-10-30,40565,22.7,1,6,50584,-19.80665823185197
27,2016-10-31,45227,21.2,0,0,40565,11.492666091458153
28,2016-11-01,40813,22.3,0,1,45227,-9.759656842151813
29,2016-11-02,39869,22.2,0,2,40813,-2.3129885085634476
30,2016-11-03,40747,22.8,0,3,39869,2.2022122451027113
31,2016-11-04,41088,22.4,0,4,40747,0.8368714261172602
32,2016-11-05,41293,23.8,1,5,41088,0.4989291277258567
33,2016-11-06,39394,24.4,1,6,41293,-4.5988424188119055
34,2016-11-07,42603,25.2,0,0,39394,8.145910544753008
35,2016-11-08,41529,24.3,0,1,42603,-2.5209492289275404
36,2016-11-09,40576,17.0,0,2,41529,-2.2947819595945003
37,2016-11-10,39918,16.2,0,3,40576,-1.6216482649842272
38,2016-11-11,40896,18.7,0,4,39918,2.4500225462197505
39,2016-11-12,38613,21.6,1,5,40896,-5.582453051643192
40,2016-11-13,37805,24.2,1,6,38613,-2.0925595006862974
41,2016-11-14,41696,26.0,0,0,37805,10.292289379711677
42,2016-11-15,43760,26.9,0,1,41696,4.950115118956255
43,2016-11-16,44846,25.8,0,2,43760,2.4817184643510055
44,2016-11-17,44451,25.8,0,3,44846,-0.8807920438835125
45,2016-11-18,44154,25.4,0,4,44451,-0.6681514476614699
46,2016-11-19,41967,26.5,1,5,44154,-4.9531186302486745
47,2016-11-20,39070,26.7,1,6,41967,-6.90304286701456
48,2016-11-21,41113,27.2,0,0,39070,5.229076017404658
49,2016-11-22,45636,27.5,0,1,41113,11.00138642278598
50,2016-11-23,45792,26.9,0,2,45636,0.3418353931107021
51,2016-11-24,39344,19.0,0,3,45792,-14.081062194269741
52,2016-11-25,39282,18.7,0,4,39344,-0.15758438389589263
53,2016-11-26,38110,18.6,1,5,39282,-2.983554808818288
54,2016-11-27,37903,19.2,1,6,38110,-0.543164523747048
55,2016-11-28,37996,18.3,0,0,37903,0.24536316386565707
56,2016-11-29,43249,19.0,0,1,37996,13.825139488367197
57,2016-11-30,44243,21.0,0,2,43249,2.2983190362782953
58,2016-12-01,39338,19.7,0,3,44243,-11.08649955925231
59,2016-12-02,40214,21.3,0,4,39338,2.2268544409985256
60,2016-12-03,39492,21.7,1,5,40214,-1.795394638683046
61,2016-12-04,36617,22.3,1,6,39492,-7.279955434011952
62,2016-12-05,45678,22.9,0,0,36617,24.745336865390392
63,2016-12-06,40888,23.0,0,1,45678,-10.486448618591007
64,2016-12-07,40368,19.6,0,2,40888,-1.271766777538642
65,2016-12-08,39830,20.3,0,3,40368,-1.332738803012287
66,2016-12-09,39471,20.6,0,4,39830,-0.901330655284961
67,2016-12-10,39174,19.5,1,5,39471,-0.7524511666793342
68,2016-12-11,36685,20.3,1,6,39174,-6.353703987338541
69,2016-12-12,40629,22.9,0,0,36685,10.75098814229249
70,2016-12-13,42668,24.1,0,1,40629,5.018582785694948
71,2016-12-14,41913,22.0,0,2,42668,-1.7694759538764413
72,2016-12-15,41464,17.3,0,3,41913,-1.071266671438456
73,2016-12-16,40430,18.0,0,4,41464,-2.4937295002894078
74,2016-12-17,39687,18.1,1,5,40430,-1.837744249319812
75,2016-12-18,36843,19.3,1,6,39687,-7.166074533222466
76,2016-12-19,39606,21.5,0,0,36843,7.499389300545559
77,2016-12-20,46817,23.3,0,1,39606,18.206837347876583
78,2016-12-21,41488,24.4,0,2,46817,-11.382617425294232
79,2016-12-22,40922,21.9,0,3,41488,-1.3642499035865792
80,2016-12-23,40931,21.2,0,4,40922,0.021993059967743513
81,2016-12-24,39765,21.6,1,5,40931,-2.8486965869389946
82,2016-12-25,37778,22.8,1,6,39765,-4.996856532126242
83,2016-12-26,41659,24.1,0,0,37778,10.273174863677273
84,2016-12-27,40596,19.1,0,1,41659,-2.551669507189323
85,2016-12-28,40202,17.4,0,2,40596,-0.9705389693565868
86,2016-12-29,39153,17.3,0,3,40202,-2.6093229192577483
87,2016-12-30,43758,17.5,0,4,39153,11.761550839016168
88,2016-12-31,36894,18.8,1,5,43758,-15.686274509803921
89,2017-01-01,31949,18.3,1,6,36894,-13.403263403263404
90,2017-01-02,36411,20.0,0,0,31949,13.966008325769193
91,2017-01-03,45302,22.5,0,1,36411,24.418444975419515
92,2017-01-04,41450,22.5,0,2,45302,-8.502935852721734
93,2017-01-05,41613,20.8,0,3,41450,0.39324487334137515
94,2017-01-06,41062,21.0,0,4,41613,-1.324105447816788
95,2017-01-06,41062,21.0,0,4,41613,-1.324105447816788
96,2017-01-07,39938,22.5,1,5,41062,-2.7373240465637325
97,2017-01-07,39938,22.5,1,5,41062,-2.7373240465637325
98,2017-01-08,38858,22.9,1,6,39938,-2.704191496820071
99,2017-01-09,40694,22.5,0,0,38858,4.724895774357918
100,2017-01-10,41297,21.2,0,1,40694,1.481790927409446
101,2017-01-11,43064,21.4,0,2,41297,4.278761169092186
102,2017-01-12,41684,15.1,0,3,43064,-3.204532788407951
103,2017-01-13,45159,14.6,0,4,41684,8.336532002686882
104,2017-01-14,40326,15.9,1,5,45159,-10.702185610841692
105,2017-01-15,37693,17.1,1,6,40326,-6.529286316520359
106,2017-01-16,40617,16.0,0,0,37693,7.757408537394212
107,2017-01-17,41381,16.8,0,1,40617,1.8809857941256125
108,2017-01-18,41700,17.4,0,2,41381,0.7708851888547885
109,2017-01-19,45409,18.8,0,3,41700,8.894484412470025
110,2017-01-20,41090,17.9,0,4,45409,-9.511330353013719
111,2017-01-21,39560,16.0,1,5,41090,-3.7235337064979315
112,2017-01-22,36173,17.2,1,6,39560,-8.561678463094035
113,2017-01-23,38251,17.6,0,0,36173,5.744616150167252
114,2017-01-24,36600,18.6,0,1,38251,-4.316227026744398
115,2017-01-24,36600,18.6,0,1,38251,-4.316227026744398
116,2017-01-25,32642,21.0,0,2,36600,-10.814207650273223
117,2017-01-25,32642,21.0,0,2,36600,-10.814207650273223
118,2017-01-26,28794,21.0,0,3,32642,-11.788493352123032
119,2017-01-27,29426,20.2,1,4,28794,2.194901715635202
120,2017-01-28,25686,20.7,1,5,29426,-12.709848433358253
121,2017-01-29,24278,21.0,1,6,25686,-5.481585299384879
122,2017-01-30,23861,21.3,1,0,24278,-1.7176044155202241
123,2017-01-31,25239,20.5,1,1,23861,5.7751142030929135
124,2017-02-01,27673,21.2,1,2,25239,9.643805222076944
125,2017-02-02,32323,21.1,0,3,27673,16.80338235825534
126,2017-02-03,34371,20.6,0,4,32323,6.336045540327322
127,2017-02-04,34302,20.9,1,5,34371,-0.20075063280090774
128,2017-02-05,37168,21.3,1,6,34302,8.355197947641537
129,2017-02-06,37121,20.3,0,0,37168,-0.1264528626775721
130,2017-02-07,39417,22.0,0,1,37121,6.185178201018291
131,2017-02-08,40316,21.7,0,2,39417,2.2807418119085674
132,2017-02-09,39556,17.2,0,3,40316,-1.8851076495684096
133,2017-02-10,38716,16.2,0,4,39556,-2.123571645262413
134,2017-02-11,38312,16.0,1,5,38716,-1.0434962289492717
135,2017-02-12,36450,16.8,1,6,38312,-4.860096053455836
136,2017-02-13,39044,17.1,0,0,36450,7.116598079561043
137,2017-02-14,40988,17.9,0,1,39044,4.9789980534781275
138,2017-02-15,40746,18.9,0,2,40988,-0.5904167073289743
139,2017-02-16,41211,21.4,0,3,40746,1.1412163157119717
140,2017-02-17,40980,21.9,0,4,41211,-0.5605299555943801
141,2017-02-18,38386,22.2,1,5,40980,-6.329917032698877
142,2017-02-19,37395,21.4,1,6,38386,-2.58167040066691
143,2017-02-20,44250,22.3,0,0,37395,18.331327717609305
144,2017-02-21,41653,23.9,0,1,44250,-5.868926553672316
145,2017-02-22,42880,25.0,0,2,41653,2.945766211317312
146,2017-02-23,40479,21.3,0,3,42880,-5.599347014925373
147,2017-02-24,40269,15.9,0,4,40479,-0.5187875194545319
148,2017-02-25,39222,14.9,1,5,40269,-2.6000148997988526
149,2017-02-28,41105,18.8,0,1,39394,4.343301010306138
150,2017-03-01,40376,16.9,0,2,41105,-1.7735068726432306
151,2017-03-02,41372,19.6,0,3,40376,2.4668119675054485
152,2017-03-03,42492,20.4,0,4,41372,2.7071449289374456
153,2017-03-04,39354,21.5,1,5,42492,-7.384919514261508
154,2017-03-05,38760,23.0,1,6,39354,-1.50937642933374
155,2017-03-06,41161,22.0,0,0,38760,6.19453044375645
156,2017-03-07,40919,17.8,0,1,41161,-0.5879351813609971
157,2017-03-08,41612,16.4,0,2,40919,1.6935897749211857
158,2017-03-09,42524,16.7,0,3,41612,2.191675478227434
159,2017-03-10,41922,19.0,0,4,42524,-1.4156711504091808
160,2017-03-11,40218,20.5,1,5,41922,-4.06469157005868
161,2017-03-12,39266,22.5,1,6,40218,-2.3670993087672185
162,2017-03-13,42375,24.3,0,0,39266,7.917791473539449
163,2017-03-14,43728,24.9,0,1,42375,3.192920353982301
164,2017-03-15,42671,20.3,0,2,43728,-2.4172155140870837
165,2017-03-16,42766,20.7,0,3,42671,0.22263363877106235
166,2017-03-17,43580,20.9,0,4,42766,1.9033811906654818
167,2017-03-18,42071,22.8,1,5,43580,-3.46259752179899
168,2017-03-19,38788,23.8,1,6,42071,-7.803475077844596
169,2017-03-20,44260,24.8,0,0,38788,14.107455914200267
170,2017-03-21,43113,24.7,0,1,44260,-2.5915047446904658
171,2017-03-22,43795,25.2,0,2,43113,1.5818894532971493
172,2017-03-23,45250,25.7,0,3,43795,3.3222970658750994
173,2017-03-24,43764,26.1,0,4,45250,-3.2839779005524865
174,2017-03-25,38507,22.6,1,5,43764,-12.012156110044787
175,2017-03-26,36771,19.6,1,6,38507,-4.508271223413924
176,2017-03-27,39926,19.3,0,0,36771,8.580131081558836
177,2017-03-28,41496,21.5,0,1,39926,3.9322747082101888
178,2017-03-29,39583,21.8,0,2,41496,-4.610082899556583
179,2017-03-30,41404,24.4,0,3,39583,4.600459793345628
180,2017-03-31,41295,21.7,0,4,41404,-0.26325958844556085
181,2017-04-01,38551,21.8,1,5,41295,-6.644872260564233
182,2017-04-02,35678,20.9,1,6,38551,-7.452465565095588
183,2017-04-05,42390,23.6,0,2,42006,0.9141551206970433
184,2017-04-06,37449,24.7,1,3,42390,-11.656050955414013
185,2017-04-07,42089,25.1,0,4,37449,12.390183983550962
186,2017-04-08,42153,25.6,1,5,42089,0.15205873268549977
187,2017-04-09,41791,26.8,1,6,42153,-0.8587763622992431
188,2017-04-10,48132,27.7,0,0,41791,15.17312339977507
189,2017-04-11,50634,28.7,0,1,48132,5.1982049364248315
190,2017-04-14,43836,23.6,0,4,44321,-1.094289388777329
191,2017-04-15,42418,24.5,1,5,43836,-3.2347841956382886
192,2017-04-16,41926,26.0,1,6,42418,-1.159884954500448
193,2017-04-17,45636,26.8,0,0,41926,8.848924295186759
194,2017-04-18,44031,23.4,0,1,45636,-3.5169602945043383
195,2017-04-19,48142,26.2,0,2,44031,9.336603756444322
196,2017-04-20,51514,29.0,0,3,48142,7.004279007934859
197,2017-04-21,52044,28.3,0,4,51514,1.028846527157666
198,2017-04-22,52044,22.7,1,5,52044,0.0
199,2017-04-23,37856,21.6,1,6,52044,-27.26154792098993
200,2017-04-24,43483,23.1,0,0,37856,14.864222316145392
201,2017-04-25,45464,25.2,0,1,43483,4.5558034174275
202,2017-04-26,47417,26.9,0,2,45464,4.295706493049446
203,2017-04-27,45288,24.4,0,3,47417,-4.489950861505367
204,2017-04-28,44360,23.9,0,4,45288,-2.0491079314608727
205,2017-04-29,40581,24.9,1,5,44360,-8.518935978358883
206,2017-04-30,33801,25.0,1,6,40581,-16.707326088563615
207,2017-05-01,33725,27.7,1,0,33801,-0.22484541877459246
208,2017-05-02,41857,28.4,0,1,33725,24.112676056338028
209,2017-05-03,50730,29.0,0,2,41857,21.198365864729915
210,2017-05-04,53643,29.7,0,3,50730,5.742164399763454
211,2017-05-05,51819,27.8,0,4,53643,-3.4002572563055757
212,2017-05-06,49551,26.9,1,5,51819,-4.376772998321079
213,2017-05-07,46172,28.1,1,6,49551,-6.81923674597889
214,2017-05-08,51933,28.6,0,0,46172,12.47725894481504
215,2017-05-09,53701,28.8,0,1,51933,3.4043864209654746
216,2017-05-10,54338,28.3,0,2,53701,1.1861976499506526
217,2017-05-11,54837,28.7,0,3,54338,0.9183260333468292
218,2017-05-12,49956,25.8,0,4,54837,-8.900924558236227
219,2017-05-13,47323,27.5,1,5,49956,-5.270638161582193
220,2017-05-14,45592,28.4,1,6,47323,-3.657840796230163
221,2017-05-15,52600,27.7,0,0,45592,15.371117739954379
222,2017-05-16,52549,28.7,0,1,52600,-0.09695817490494296
223,2017-05-17,50844,26.2,0,2,52549,-3.2445907629070008
224,2017-05-18,46022,22.8,0,3,50844,-9.483911572653607
225,2017-05-19,43503,21.7,0,4,46022,-5.473469210377646
226,2017-05-20,42290,25.8,1,5,43503,-2.7883134496471507
227,2017-05-21,43792,26.6,1,6,42290,3.5516670607708676
228,2017-05-22,52697,29.1,0,0,43792,20.334764340518817
229,2017-05-23,58029,30.1,0,1,52697,10.118223048750403
230,2017-05-24,56580,27.6,0,2,58029,-2.4970273483947683
231,2017-05-25,49621,26.6,0,3,56580,-12.29939908094733
232,2017-05-26,49114,28.1,0,4,49621,-1.0217448257794077
233,2017-05-27,48617,27.6,1,5,49114,-1.011931424848312
234,2017-05-28,45181,27.8,1,6,48617,-7.067486681613428
235,2017-05-29,49136,28.6,0,0,45181,8.753679644098183
236,2017-05-30,49236,29.1,0,1,49136,0.20351676978183
237,2017-05-31,59665,30.0,0,2,49236,21.181655699081972
238,2017-06-01,62944,32.5,0,3,59665,5.49568423698986
239,2017-06-02,71643,34.6,0,4,62944,13.820221148957804
240,2017-06-03,71082,36.1,1,5,71643,-0.7830492860432979
241,2017-06-04,71527,36.2,1,6,71082,0.6260375341155285
242,2017-06-05,77075,35.0,0,0,71527,7.756511527115635
243,2017-06-06,69125,31.0,0,1,77075,-10.314628608498216
244,2017-06-07,52427,26.2,0,2,69125,-24.156238698010853
245,2017-06-08,55990,28.7,0,3,52427,6.796116504854369
246,2017-06-09,56166,29.1,0,4,55990,0.3143418467583497
247,2017-06-10,53039,29.7,1,5,56166,-5.567425132642525
248,2017-06-11,51112,30.1,1,6,53039,-3.6331755877750336
249,2017-06-12,58484,30.7,0,0,51112,14.42322742213179
250,2017-06-13,56979,29.5,0,1,58484,-2.5733533958005608
251,2017-06-14,54581,28.3,0,2,56979,-4.208568068937678
252,2017-06-15,58655,30.7,0,3,54581,7.464135871457101
253,2017-06-16,60677,31.6,0,4,58655,3.4472764470207142
254,2017-06-17,50771,27.7,1,5,60677,-16.325790662030094
255,2017-06-18,45740,27.7,1,6,50771,-9.909200133934727
256,2017-06-19,52013,28.6,0,0,45740,13.714473108876257
257,2017-06-20,52740,28.6,0,1,52013,1.397727491204122
258,2017-06-21,56316,30.1,0,2,52740,6.780432309442548
259,2017-06-22,59760,30.8,0,3,56316,6.1154911570424035
260,2017-06-23,59757,30.6,0,4,59760,-0.0050200803212851405
261,2017-06-24,57122,31.2,1,5,59757,-4.409525243904479
262,2017-06-25,51838,28.5,1,6,57122,-9.250376387381394
263,2017-06-26,56229,29.5,0,0,51838,8.470620008487982
264,2017-06-27,57756,30.1,0,1,56229,2.715680520727738
265,2017-06-28,56888,29.1,0,2,57756,-1.5028741602604059
266,2017-06-29,56367,28.5,0,3,56888,-0.9158346224159752
267,2017-06-30,50033,28.9,0,4,56367,-11.237071336065428
268,2017-07-01,52843,30.4,1,5,50033,5.616293246457338
269,2017-07-02,51245,30.4,1,6,52843,-3.0240523815831803
270,2017-07-03,56970,29.6,0,0,51245,11.17182164113572
271,2017-07-04,57172,29.7,0,1,56970,0.3545725820607337
272,2017-07-05,56075,29.3,0,2,57172,-1.9187714265724483
273,2017-07-06,57539,29.6,0,3,56075,2.610789121711993
274,2017-07-07,56800,28.9,0,4,57539,-1.2843462694867829
275,2017-07-08,50889,27.1,1,5,56800,-10.40669014084507
276,2017-07-09,48675,29.3,1,6,50889,-4.350645522608029
277,2017-07-10,54978,29.3,0,0,48675,12.949152542372882
278,2017-07-11,52958,27.6,0,1,54978,-3.674196951507876
279,2017-07-12,52310,27.5,0,2,52958,-1.2236111635635787
280,2017-07-13,52878,27.9,0,3,52310,1.0858344484802143
281,2017-07-14,54188,28.6,0,4,52878,2.477400809410341
282,2017-07-15,50930,27.6,1,5,54188,-6.012401269653798
283,2017-07-16,47392,28.4,1,6,50930,-6.946789711368545
284,2017-07-17,48861,26.7,0,0,47392,3.0996792707629983
285,2017-07-18,50284,27.1,0,1,48861,2.912343177585395
286,2017-07-19,50568,27.0,0,2,50284,0.5647919815448253
287,2017-07-20,50651,27.0,0,3,50568,0.16413542161050468
288,2017-07-21,50205,27.2,0,4,50651,-0.8805354287180905
289,2017-07-22,48655,29.0,1,5,50205,-3.087341898217309
290,2017-07-23,48161,29.3,1,6,48655,-1.0153118898366047
291,2017-07-24,56248,30.0,0,0,48161,16.791594858910734
292,2017-07-25,48349,28.5,0,1,56248,-14.043165979234818
293,2017-07-26,55519,29.2,0,2,48349,14.829675898157149
294,2017-07-27,58268,30.3,0,3,55519,4.9514580594030875
295,2017-07-28,59931,30.8,0,4,58268,2.854053682982083
296,2017-07-29,59061,30.9,1,5,59931,-1.4516694198328077
297,2017-07-30,60818,32.2,1,6,59061,2.974890367586055
298,2017-07-31,67898,33.4,0,0,60818,11.641290407445164
299,2017-08-01,59716,28.3,0,1,67898,-12.05042858405255
300,2017-08-02,59406,30.3,0,2,59716,-0.5191238529037444
301,2017-08-03,54104,27.9,0,3,59406,-8.925024408308925
302,2017-08-04,52303,28.2,0,4,54104,-3.3287742126275317
303,2017-08-05,49426,27.8,1,5,52303,-5.500640498632966
304,2017-08-06,49857,29.4,1,6,49426,0.872010682636669
305,2017-08-07,57197,30.0,0,0,49857,14.722105220931866
306,2017-08-08,63371,31.9,0,1,57197,10.794272426875535
307,2017-08-09,66711,32.6,0,2,63371,5.270549620488867
308,2017-08-10,64500,30.9,0,3,66711,-3.3142959931645457
309,2017-08-11,65665,32.1,0,4,64500,1.806201550387597
310,2017-08-12,61877,31.3,1,5,65665,-5.768674331835833
311,2017-08-13,58442,30.9,1,6,61877,-5.551335714401151
312,2017-08-14,63801,31.3,0,0,58442,9.169775161698778
313,2017-08-15,54245,26.3,0,1,63801,-14.977821664237236
314,2017-08-16,52039,26.7,0,2,54245,-4.066734261222233
315,2017-08-17,50230,26.1,0,3,52039,-3.4762389746151925
316,2017-08-18,51585,26.6,0,4,50230,2.6975910810272747
317,2017-08-19,51165,28.0,1,5,51585,-0.8141901715615005
318,2017-08-20,50480,29.4,1,6,51165,-1.3388058242939511
319,2017-08-21,56586,30.3,0,0,50480,12.095879556259904
320,2017-08-22,66562,31.1,0,1,56586,17.629802424628
321,2017-08-25,58060,28.4,0,4,58093,-0.056805467095863524
322,2017-08-26,55796,28.1,1,5,58060,-3.8994143988976924
323,2017-08-27,54341,28.7,1,6,55796,-2.607713814610366
324,2017-08-28,61587,29.3,0,0,54341,13.334314789937615
325,2017-08-29,59217,27.4,0,1,61587,-3.848214720639096
326,2017-08-30,56786,26.9,0,2,59217,-4.105240049310164
327,2017-08-31,57828,29.1,0,3,56786,1.8349593209593913
328,2017-09-01,55904,30.0,0,4,57828,-3.3271079753752506
329,2017-09-02,50150,30.9,1,5,55904,-10.292644533485976
330,2017-09-03,49972,29.4,1,6,50150,-0.35493519441674976
331,2017-09-06,63587,30.2,0,2,58408,8.86693603615943
332,2017-09-07,59892,28.8,0,3,63587,-5.810936197650463
333,2017-09-08,53772,27.8,0,4,59892,-10.218393107593668
334,2017-09-09,51412,28.1,1,5,53772,-4.3889012869151225
335,2017-09-10,48462,28.1,1,6,51412,-5.737960009336342
336,2017-09-11,53221,28.0,0,0,48462,9.8200652057282
337,2017-09-12,55525,28.8,0,1,53221,4.329118205219744
338,2017-09-13,56049,30.1,0,2,55525,0.9437190454750113
339,2017-09-14,55739,28.9,0,3,56049,-0.5530874770290282
340,2017-09-15,52412,28.0,0,4,55739,-5.968890722833205
341,2017-09-16,46676,25.4,1,5,52412,-10.94405861253148
342,2017-09-19,58615,31.0,0,1,55302,5.990741745325667
343,2017-09-20,57766,29.4,0,2,58615,-1.4484347010150986
344,2017-09-21,58485,29.7,0,3,57766,1.244676799501437
345,2017-09-22,56610,28.7,0,4,58485,-3.2059502436522185
346,2017-09-23,53099,28.9,1,5,56610,-6.202084437378555
347,2017-09-24,52989,29.9,1,6,53099,-0.2071602101734496
348,2017-09-25,54576,27.5,0,0,52989,2.994961218366076
349,2017-09-26,54334,28.9,0,1,54576,-0.4434183523893287
350,2017-09-27,57023,29.3,0,2,54334,4.949019030441344
351,2017-09-28,58640,30.0,0,3,57023,2.8356978762955296
352,2017-09-29,59240,29.0,0,4,58640,1.023192360163711
353,2017-09-30,55743,28.4,1,5,59240,-5.903106009453072
354,2017-10-01,50730,28.9,1,6,55743,-8.993057424250578
355,2017-10-02,56587,29.2,0,0,50730,11.545436625271043
356,2017-10-03,50017,26.5,0,1,56587,-11.610440560552778
357,2017-10-04,52698,27.2,0,2,50017,5.360177539636524
358,2017-10-05,52559,26.3,0,3,52698,-0.26376712588713047
359,2017-10-06,51616,26.9,0,4,52559,-1.7941741661751558
360,2017-10-07,47108,25.9,1,5,51616,-8.733725976441413
361,2017-10-08,44789,27.0,1,6,47108,-4.922730746370043
362,2017-10-09,51925,28.0,0,0,44789,15.932483422268861
363,2017-10-10,50261,26.2,0,1,51925,-3.204622051035147
364,2017-10-11,49767,25.8,0,2,50261,-0.982869421619148
365,2017-10-12,50180,26.5,0,3,49767,0.8298671810637571
366,2017-10-13,48590,26.2,0,4,50180,-3.1685930649661223
367,2017-10-14,45585,26.3,1,5,48590,-6.184400082321465
368,2017-10-15,41885,26.8,1,6,45585,-8.11670505648788
369,2017-10-16,43528,22.6,0,0,41885,3.9226453384266446
370,2017-10-17,42096,21.4,0,1,43528,-3.289836427127366
371,2017-10-18,42323,21.0,0,2,42096,0.5392436335993919
372,2017-10-19,43000,23.3,0,3,42323,1.5996030527136544
373,2017-10-20,43293,25.7,0,4,43000,0.6813953488372093
374,2017-10-21,43705,26.3,1,5,43293,0.9516550019633659
375,2017-10-22,41190,25.5,1,6,43705,-5.754490332913854
376,2017-10-23,42655,24.4,0,0,41190,3.55668851663025
377,2017-10-24,43454,23.7,0,1,42655,1.873168444496542
378,2017-10-25,44374,24.9,0,2,43454,2.1171813872140657
379,2017-10-26,45309,25.6,0,3,44374,2.107089737233515
380,2017-10-27,46124,25.8,0,4,45309,1.7987596283299125
381,2017-10-28,44178,26.1,1,5,46124,-4.219061659873384
382,2017-10-29,40331,25.8,1,6,44178,-8.70795418534112
383,2017-10-30,42648,23.9,0,0,40331,5.744960452257568
384,2017-10-31,42521,22.4,0,1,42648,-0.29778653160757834
385,2017-11-01,45027,22.4,0,2,42521,5.893558476987841
386,2017-11-02,45870,23.5,0,3,45027,1.8722100073289358
387,2017-11-03,45637,24.7,0,4,45870,-0.5079572705471986
388,2017-11-04,42854,24.0,1,5,45637,-6.098122137739115
389,2017-11-05,39837,23.0,1,6,42854,-7.040182946749428
