,date,power,temp,holiday,dayOfWeek,power_yesterday,increase
779,2018-12-08,44053,15.8,1,5,49868,-11.66078447100345
780,2018-12-09,41647,14.5,1,6,44053,-5.4616030690304855
781,2018-12-10,45964,16.6,0,0,41647,10.365692606910462
782,2018-12-11,47311,15.3,0,1,45964,2.930554346880167
783,2018-12-12,49236,11.7,0,2,47311,4.068821204371076
784,2018-12-13,50202,13.5,0,3,49236,1.9619790397270291
785,2018-12-14,49416,15.6,0,4,50202,-1.5656746743157641
786,2018-12-15,46389,16.7,1,5,49416,-6.125546381738708
787,2018-12-16,43353,17.4,1,6,46389,-6.544654982862316
788,2018-12-17,46822,17.9,0,0,43353,8.001753050538602
789,2018-12-18,47068,17.4,0,1,46822,0.5253940455341506
790,2018-12-19,47726,20.8,0,2,47068,1.3979773944080904
791,2018-12-20,48266,22.5,0,3,47726,1.1314587436617358
792,2018-12-21,48398,23.6,0,4,48266,0.2734844403928231
793,2018-12-22,46831,24.2,1,5,48398,-3.2377370965742385
794,2018-12-23,43469,23.2,1,6,46831,-7.179005359697636
795,2018-12-24,46649,21.8,0,0,43469,7.3155582138995605
796,2018-12-25,47862,21.9,0,1,46649,2.6002701022529955
797,2018-12-26,48722,23.5,0,2,47862,1.7968325602774642
798,2018-12-27,48477,23.1,0,3,48722,-0.5028529206518616
799,2018-12-28,46489,17.0,0,4,48477,-4.10091383542711
800,2018-12-29,44340,13.2,1,5,46489,-4.622598894362107
801,2018-12-30,42016,10.1,1,6,44340,-5.241317095173658
802,2018-12-31,42281,11.3,1,0,42016,0.6307121096725057
803,2019-01-01,41182,11.8,1,1,42281,-2.5992762706653108
804,2019-01-02,48531,13.8,0,2,41182,17.845175076489728
805,2019-01-03,50257,15.4,0,3,48531,3.5564896663987966
806,2019-01-04,49993,16.6,0,4,50257,-0.525299958214776
807,2019-01-05,48717,19.0,1,5,49993,-2.552357330026204
808,2019-01-06,44927,19.1,1,6,48717,-7.7796251821746
809,2019-01-07,48611,19.4,0,0,44927,8.199968838337748
810,2019-01-08,49801,17.5,0,1,48611,2.4480055954413613
811,2019-01-09,50774,13.8,0,2,49801,1.9537760285938035
812,2019-01-10,51586,15.1,0,3,50774,1.599243707409304
813,2019-01-11,50532,17.8,0,4,51586,-2.0431900127941693
814,2019-01-12,48171,20.0,1,5,50532,-4.67228686772738
815,2019-01-13,44453,20.7,1,6,48171,-7.718336758630712
816,2019-01-14,48460,21.2,0,0,44453,9.014014802150585
817,2019-01-15,49170,20.0,0,1,48460,1.4651258770119686
818,2019-01-16,50000,14.2,0,2,49170,1.6880211511083993
819,2019-01-17,50703,14.3,0,3,50000,1.406
820,2019-01-18,50039,16.1,0,4,50703,-1.3095872039129834
821,2019-01-19,47999,17.6,1,5,50039,-4.0768200803373364
822,2019-01-20,45098,18.5,1,6,47999,-6.043875914081543
823,2019-01-21,49046,16.3,0,0,45098,8.754268481972593
824,2019-01-22,50149,15.8,0,1,49046,2.2489091872935614
825,2019-01-23,49725,16.7,0,2,50149,-0.8454804682047499
826,2019-01-24,49519,17.8,0,3,49725,-0.4142785319255908
827,2019-01-25,48772,18.1,0,4,49519,-1.508511884327228
828,2019-01-26,46464,19.2,1,5,48772,-4.732223406872796
829,2019-01-27,43617,17.9,1,6,46464,-6.127324380165289
830,2019-01-28,46711,20.2,0,0,43617,7.093564435885091
831,2019-01-29,46530,20.8,0,1,46711,-0.3874890282802766
832,2019-01-30,45571,22.4,0,2,46530,-2.061035890823125
833,2019-01-31,43465,22.5,0,3,45571,-4.621360075486603
834,2019-02-01,39947,21.6,0,4,43465,-8.09386862993213
835,2019-02-02,34421,21.0,1,5,39947,-13.833329161138508
836,2019-02-03,32012,22.2,1,6,34421,-6.9986345544870865
837,2019-02-04,34616,23.4,1,0,32012,8.134449581406972
838,2019-02-05,29076,23.6,1,1,34616,-16.00415992604576
839,2019-02-06,28672,24.7,1,2,29076,-1.3894620993259046
840,2019-02-07,29334,24.4,1,3,28672,2.308872767857143
841,2019-02-08,30930,25.4,1,4,29334,5.440785436694621
842,2019-02-09,32720,24.6,1,5,30930,5.7872615583575815
843,2019-02-10,36554,24.8,1,6,32720,11.71760391198044
844,2019-02-11,40812,21.7,0,0,36554,11.648519997811457
845,2019-02-12,42914,19.7,0,1,40812,5.150445947270411
846,2019-02-13,44780,21.6,0,2,42914,4.348231346413757
847,2019-02-14,45662,23.1,0,3,44780,1.9696292987941046
848,2019-02-15,46356,23.4,0,4,45662,1.519863343699356
849,2019-02-16,45069,23.7,1,5,46356,-2.776339632410044
850,2019-02-17,42104,22.9,1,6,45069,-6.57880139341898
851,2019-02-18,47046,24.1,0,0,42104,11.737602128063841
852,2019-02-19,48484,24.4,0,1,47046,3.0565829188453852
853,2019-02-20,49668,25.4,0,2,48484,2.442042735747876
854,2019-02-21,51314,26.0,0,3,49668,3.3140049931545463
855,2019-02-22,46579,19.4,0,4,51314,-9.227501266710838
856,2019-02-23,44140,16.8,1,5,46579,-5.236265269756758
857,2019-02-24,41385,16.1,1,6,44140,-6.241504304485727
858,2019-02-25,46182,16.2,0,0,41385,11.591156216020297
859,2019-02-26,47674,17.0,0,1,46182,3.2306959421419603
860,2019-02-27,48151,20.5,0,2,47674,1.0005453706422787
861,2019-02-28,48533,23.2,0,3,48151,0.793337625386804
862,2019-03-01,48529,23.7,0,4,48533,-0.008241814847629448
863,2019-03-02,47075,24.3,1,5,48529,-2.9961466339714398
864,2019-03-03,44120,25.2,1,6,47075,-6.277217206585236
865,2019-03-04,47842,22.3,0,0,44120,8.436083408884858
866,2019-03-05,51335,25.7,0,1,47842,7.30111617407299
867,2019-03-06,49354,23.4,0,2,51335,-3.8589656179994156
868,2019-03-07,47588,18.6,0,3,49354,-3.578230741175994
869,2019-03-08,47134,17.7,0,4,47588,-0.9540220223585779
870,2019-03-09,45673,19.3,1,5,47134,-3.099673271948063
871,2019-03-10,42253,19.3,1,6,45673,-7.488012611389662
872,2019-03-11,46624,21.4,0,0,42253,10.344827586206897
873,2019-03-12,48017,22.1,0,1,46624,2.987731640356898
874,2019-03-13,48836,22.6,0,2,48017,1.7056459170710372
875,2019-03-14,49902,25.0,0,3,48836,2.1828159554427065
876,2019-03-15,47608,21.3,0,4,49902,-4.597010139874153
877,2019-03-16,44888,17.8,1,5,47608,-5.7133254915140315
878,2019-03-17,42135,18.2,1,6,44888,-6.133042238460167
879,2019-03-18,47187,18.7,0,0,42135,11.99003203987184
880,2019-03-19,48835,21.1,0,1,47187,3.492487337614173
881,2019-03-20,50270,24.1,0,2,48835,2.9384662639500356
882,2019-03-21,52165,26.3,0,3,50270,3.769643922816789
883,2019-03-22,53052,26.8,0,4,52165,1.7003738138598679
884,2019-03-23,47096,23.4,1,5,53052,-11.226720953027218
885,2019-03-26,48298,20.5,0,1,46402,4.086030774535581
886,2019-03-27,49417,22.6,0,2,48298,2.3168661228208207
887,2019-03-28,50381,24.7,0,3,49417,1.950745694801384
888,2019-03-29,49933,25.3,0,4,50381,-0.8892241122645441
889,2019-03-30,48642,26.1,1,5,49933,-2.5854645224600965
890,2019-03-31,46871,26.9,1,6,48642,-3.6408864767073723
891,2019-04-01,49289,23.7,0,0,46871,5.158840221032195
892,2019-04-02,49170,22.4,0,1,49289,-0.24143317981699772
893,2019-04-03,50259,23.7,0,2,49170,2.214765100671141
894,2019-04-04,50597,24.2,0,3,50259,0.6725163652281183
895,2019-04-05,49463,23.8,0,4,50597,-2.2412395991857226
896,2019-04-06,47969,24.5,1,5,49463,-3.020439520449629
897,2019-04-07,46355,26.8,1,6,47969,-3.364673017990786
898,2019-04-08,53678,27.4,0,0,46355,15.797648581598533
899,2019-04-09,56888,28.1,0,1,53678,5.980103580610306
900,2019-04-10,57714,28.1,0,2,56888,1.4519758121220643
901,2019-04-11,58588,28.1,0,3,57714,1.5143639324947153
902,2019-04-12,57495,27.5,0,4,58588,-1.8655697412439407
903,2019-04-13,52800,27.6,1,5,57495,-8.165927471954083
904,2019-04-14,46722,27.9,1,6,52800,-11.511363636363637
905,2019-04-15,46329,24.9,1,0,46722,-0.8411454989084373
906,2019-04-16,49944,23.5,0,1,46329,7.8028880398886225
907,2019-04-17,51452,23.8,0,2,49944,3.0193817075124136
908,2019-04-18,56422,27.3,0,3,51452,9.659488455259272
909,2019-04-19,61699,29.9,0,4,56422,9.352734748856829
910,2019-04-20,63247,30.2,1,5,61699,2.50895476425874
911,2019-04-21,58698,29.2,1,6,63247,-7.192436004869796
912,2019-04-22,63725,29.7,0,0,58698,8.56417595148046
913,2019-04-23,64606,28.8,0,1,63725,1.3825029423303257
914,2019-04-24,66673,29.7,0,2,64606,3.199393245209423
915,2019-04-25,65440,28.8,0,3,66673,-1.8493243141901519
916,2019-04-26,63767,29.1,0,4,65440,-2.5565403422982884
917,2019-04-27,56738,28.0,1,5,63767,-11.022942901500777
918,2019-04-28,50273,28.1,1,6,56738,-11.394479890020797
919,2019-04-29,47250,28.5,0,0,50273,-6.0131681021621946
920,2019-04-30,38583,24.8,1,1,47250,-18.342857142857145
921,2019-05-01,37496,23.9,1,2,38583,-2.81730295726097
922,2019-05-02,47905,24.7,0,3,37496,27.760294431406017
923,2019-05-03,49452,23.9,0,4,47905,3.229308005427409
924,2019-05-04,48838,23.8,1,5,49452,-1.2416080239424088
925,2019-05-05,47795,27.2,1,6,48838,-2.135632089766166
926,2019-05-06,55369,28.2,0,0,47795,15.846845904383303
927,2019-05-07,54106,25.9,0,1,55369,-2.281059798804385
928,2019-05-08,51768,24.8,0,2,54106,-4.321147377370347
929,2019-05-09,49425,22.7,0,3,51768,-4.525961984237367
930,2019-05-10,49152,23.4,0,4,49425,-0.5523520485584218
931,2019-05-11,48084,24.4,1,5,49152,-2.1728515625
932,2019-05-12,48049,28.2,1,6,48084,-0.07278928541718659
933,2019-05-13,57034,28.8,0,0,48049,18.699660762971135
934,2019-05-14,60176,28.4,0,1,57034,5.508994634779254
935,2019-05-15,63608,29.5,0,2,60176,5.7032704068067
936,2019-05-16,69698,31.2,0,3,63608,9.574267387749968
937,2019-05-17,74557,32.5,0,4,69698,6.9715056386122995
938,2019-05-18,76525,33.6,1,5,74557,2.6395911852676477
939,2019-05-19,75283,33.6,1,6,76525,-1.6229990199281281
940,2019-05-20,77480,31.8,0,0,75283,2.918321533413918
941,2019-05-21,61819,27.4,0,1,77480,-20.21295818275684
942,2019-05-22,57245,27.0,0,2,61819,-7.399019718856663
943,2019-05-23,59460,28.4,0,3,57245,3.8693335662503276
944,2019-05-24,61416,28.7,0,4,59460,3.289606458123108
945,2019-05-25,61174,29.7,1,5,61416,-0.39403412791454995
946,2019-05-26,61229,30.5,1,6,61174,0.08990747703272632
947,2019-05-27,63502,28.8,0,0,61229,3.7122931944013455
948,2019-05-28,61941,28.2,0,1,63502,-2.4581902932191113
949,2019-05-29,57195,27.2,0,2,61941,-7.662130091538723
950,2019-05-30,56805,27.4,0,3,57195,-0.6818777865198007
951,2019-05-31,54238,26.4,0,4,56805,-4.518968400668955
952,2019-06-01,48255,24.6,1,5,54238,-11.031011467974484
953,2019-06-02,45889,26.6,1,6,48255,-4.903118847787794
954,2019-06-03,57866,29.3,0,0,45889,26.099936804027106
955,2019-06-04,63522,30.3,0,1,57866,9.77430615560087
956,2019-06-05,65750,29.5,0,2,63522,3.507446239098265
957,2019-06-06,66769,30.2,0,3,65750,1.549809885931559
958,2019-06-07,67083,30.6,0,4,66769,0.47027812308107053
959,2019-06-08,64967,30.5,1,5,67083,-3.154301387832983
960,2019-06-09,67505,32.7,1,6,64967,3.906598734742254
961,2019-06-10,80806,33.1,0,0,67505,19.703725649951856
962,2019-06-11,80256,32.1,0,1,80806,-0.6806425265450585
963,2019-06-12,83890,33.8,0,2,80256,4.528010366826156
964,2019-06-13,78756,31.7,0,3,83890,-6.119918941470974
965,2019-06-14,73660,30.8,0,4,78756,-6.470618111635938
966,2019-06-15,73978,32.4,1,5,73660,0.4317132772196579
967,2019-06-16,72000,32.4,1,6,73978,-2.6737678769363864
968,2019-06-17,74932,31.2,0,0,72000,4.072222222222222
969,2019-06-18,63162,27.6,0,1,74932,-15.707574867880211
970,2019-06-19,69474,29.9,0,2,63162,9.993350432221906
971,2019-06-20,74519,31.6,0,3,69474,7.261709416472349
972,2019-06-21,81515,33.3,0,4,74519,9.38820971832687
973,2019-06-22,82478,33.8,1,5,81515,1.1813776605532724
974,2019-06-23,76510,32.6,1,6,82478,-7.235868958995126
975,2019-06-24,65476,28.3,0,0,76510,-14.42164422951248
976,2019-06-25,66533,29.8,0,1,65476,1.6143319689657278
977,2019-06-26,72578,31.4,0,2,66533,9.08571686230893
978,2019-06-27,79915,33.0,0,3,72578,10.109123976962715
979,2019-06-28,84860,35.0,0,4,79915,6.187824563598824
980,2019-06-29,83296,34.4,1,5,84860,-1.8430355880273392
981,2019-06-30,64484,28.7,1,6,83296,-22.58451786400307
982,2019-07-01,69290,30.5,0,0,64484,7.453011599776689
983,2019-07-02,69210,29.9,0,1,69290,-0.11545677586953383
984,2019-07-03,70228,30.5,0,2,69210,1.4708857101574917
985,2019-07-04,60359,28.1,0,3,70228,-14.052799453209547
986,2019-07-05,67283,30.9,0,4,60359,11.47136301131563
987,2019-07-06,71140,32.3,1,5,67283,5.73250300967555
988,2019-07-07,71225,32.4,1,6,71140,0.11948271014900196
989,2019-07-08,83825,33.5,0,0,71225,17.69041769041769
990,2019-07-09,80970,32.0,0,1,83825,-3.4059051595586047
991,2019-07-10,66618,28.8,0,2,80970,-17.725083364208967
992,2019-07-11,69621,30.1,0,3,66618,4.507790687201657
993,2019-07-12,76147,32.8,0,4,69621,9.373608537653869
994,2019-07-13,76546,32.9,1,5,76147,0.5239864997964463
995,2019-07-14,68864,31.4,1,6,76546,-10.035795469390955
996,2019-07-15,71856,30.0,0,0,68864,4.344795539033457
997,2019-07-16,69306,29.7,0,1,71856,-3.5487641950567808
998,2019-07-17,77650,31.9,0,2,69306,12.039361671428159
999,2019-07-18,80532,32.2,0,3,77650,3.7115260785576303
1000,2019-07-19,85495,33.6,0,4,80532,6.162767595489991
1001,2019-07-20,75377,31.8,1,5,85495,-11.834610211123458
1002,2019-07-21,65550,29.0,1,6,75377,-13.037133343062207
1003,2019-07-22,73120,30.4,0,0,65550,11.548436308161708
1004,2019-07-23,72873,31.0,0,1,73120,-0.337800875273523
1005,2019-07-24,70795,30.2,0,2,72873,-2.8515362342705806
1006,2019-07-25,64628,28.0,0,3,70795,-8.711067165760294
1007,2019-07-26,64836,30.3,0,4,64628,0.3218419261001424
1008,2019-07-27,66632,31.6,1,5,64836,2.770066012708989
1009,2019-07-28,65186,31.4,1,6,66632,-2.1701284668027374
1010,2019-07-29,71700,30.2,0,0,65186,9.992943270027306
1011,2019-07-30,67834,28.7,0,1,71700,-5.391910739191074
1012,2019-07-31,67297,29.7,0,2,67834,-0.791638411416104
1013,2019-08-01,62005,28.0,0,3,67297,-7.863649196843841
1014,2019-08-02,57795,27.4,0,4,62005,-6.789775018143699
1015,2019-08-03,51826,26.4,1,5,57795,-10.327883034864607
1016,2019-08-04,49432,26.3,1,6,51826,-4.6193030525219
1017,2019-08-05,58463,27.7,0,0,49432,18.269541997086908
1018,2019-08-06,64249,29.9,0,1,58463,9.896857841711853
1019,2019-08-07,71083,31.4,0,2,64249,10.636741427882146
1020,2019-08-08,71495,30.9,0,3,71083,0.5796041247555674
1021,2019-08-09,68117,29.3,0,4,71495,-4.724805930484649
1022,2019-08-10,69316,31.7,1,5,68117,1.7602067031724826
1023,2019-08-11,68557,31.9,1,6,69316,-1.0949852847827342
1024,2019-08-12,79280,32.2,0,0,68557,15.640999460303107
1025,2019-08-13,83230,32.8,0,1,79280,4.9823410696266395
1026,2019-08-14,85704,34.0,0,2,83230,2.972485882494293
1027,2019-08-15,80935,31.9,0,3,85704,-5.564501073462149
1028,2019-08-16,70112,29.3,0,4,80935,-13.372459380984742
1029,2019-08-17,63603,28.9,1,5,70112,-9.283717480602464
1030,2019-08-18,62888,30.8,1,6,63603,-1.1241608100246845
1031,2019-08-19,71148,30.6,0,0,62888,13.134461264470168
1032,2019-08-20,65777,28.4,0,1,71148,-7.549052678922809
1033,2019-08-21,60981,27.2,0,2,65777,-7.291302430940906
1034,2019-08-22,61114,27.5,0,3,60981,0.21810071989636115
1035,2019-08-23,60335,27.7,0,4,61114,-1.274667015741074
1036,2019-08-24,57914,28.1,1,5,60335,-4.012596337117759
1037,2019-08-25,58545,29.8,1,6,57914,1.0895465690506614
1038,2019-08-26,67913,30.0,0,0,58545,16.00136647023657
1039,2019-08-27,66369,29.4,0,1,67913,-2.2734969740697655
1040,2019-08-28,65908,29.1,0,2,66369,-0.6946013952297005
1041,2019-08-29,68982,29.8,0,3,65908,4.6640771985191485
1042,2019-08-30,61471,28.2,0,4,68982,-10.888347684903309
1043,2019-08-31,51592,26.4,1,5,61471,-16.070992825885376
1044,2019-09-01,45098,27.0,1,6,51592,-12.587222825244224
1045,2019-09-02,44417,28.8,1,0,45098,-1.5100447913432968
1046,2019-09-03,58650,29.1,0,1,44417,32.044037192966655
1047,2019-09-04,61939,29.0,0,2,58650,5.607843137254902
1048,2019-09-05,67651,30.5,0,3,61939,9.221976460711346
1049,2019-09-06,71065,30.7,0,4,67651,5.046488595881805
1050,2019-09-07,71409,31.2,1,5,71065,0.4840638851755435
1051,2019-09-08,66976,30.9,1,6,71409,-6.207900964864373
1052,2019-09-09,72167,30.5,0,0,66976,7.750537505972288
1053,2019-09-10,62497,27.3,0,1,72167,-13.399476214890463
1054,2019-09-11,61297,27.5,0,2,62497,-1.9200921644238922
1055,2019-09-12,63629,28.9,0,3,61297,3.804427622885296
1056,2019-09-13,64756,29.2,0,4,63629,1.771204953716073
1057,2019-09-14,64094,29.7,1,5,64756,-1.022299091976033
1058,2019-09-15,62458,30.0,1,6,64094,-2.5525010141354882
1059,2019-09-16,69576,28.8,0,0,62458,11.396458420058279
1060,2019-09-17,70244,29.2,0,1,69576,0.9601011843164309
1061,2019-09-18,67531,29.3,0,2,70244,-3.862251580206139
1062,2019-09-19,59921,26.0,0,3,67531,-11.268898727991589
1063,2019-09-20,61831,27.6,0,4,59921,3.1875302481600776
1064,2019-09-21,58424,28.6,1,5,61831,-5.510180977179732
1065,2019-09-22,52485,27.7,1,6,58424,-10.165343009722031
1066,2019-09-23,58359,26.7,0,0,52485,11.191769076879108
1067,2019-09-24,59025,26.8,0,1,58359,1.141212152367244
1068,2019-09-25,59711,27.2,0,2,59025,1.1622193985599323
1069,2019-09-26,59807,27.4,0,3,59711,0.16077439667732915
1070,2019-09-27,59638,27.8,0,4,59807,-0.28257561823866767
1071,2019-09-28,56524,27.2,1,5,59638,-5.221503068513364
1072,2019-09-29,52902,27.4,1,6,56524,-6.407897530252636
1073,2019-09-30,60723,28.1,0,0,52902,14.783940115685606
1074,2019-10-01,62728,28.6,0,1,60723,3.3018790244223775
1075,2019-10-02,63277,28.5,0,2,62728,0.875207243973983
1076,2019-10-03,58342,26.1,0,3,63277,-7.799042306051172
1077,2019-10-04,56612,26.5,0,4,58342,-2.9652737307600012
1078,2019-10-05,54453,27.0,1,5,56612,-3.813679078640571
1079,2019-10-06,51894,28.1,1,6,54453,-4.699465594182139
1080,2019-10-07,59397,27.6,0,0,51894,14.458318880795467
1081,2019-10-08,56693,26.1,0,1,59397,-4.552418472313416
1082,2019-10-09,54810,24.6,0,2,56693,-3.321397703420175
1083,2019-10-10,58142,27.4,0,3,54810,6.079182630906769
1084,2019-10-11,60552,28.6,0,4,58142,4.145024250971758
1085,2019-10-12,58342,28.9,1,5,60552,-3.6497555819791256
1086,2019-10-13,52601,28.3,1,6,58342,-9.840252305371774
1087,2019-10-14,56625,26.5,0,0,52601,7.650044675956731
1088,2019-10-15,54842,25.7,0,1,56625,-3.14878587196468
1089,2019-10-16,55720,26.3,0,2,54842,1.600962765763466
1090,2019-10-17,55384,25.8,0,3,55720,-0.6030150753768844
1091,2019-10-18,52317,24.4,0,4,55384,-5.537700418893543
1092,2019-10-19,49953,24.9,1,5,52317,-4.518607718332473
1093,2019-10-20,47425,26.1,1,6,49953,-5.060757111684984
1094,2019-10-21,55819,27.0,0,0,47425,17.699525566684237
1095,2019-10-22,58362,27.6,0,1,55819,4.555796413407621
1096,2019-10-23,60560,28.7,0,2,58362,3.7661492066755766
1097,2019-10-24,52587,23.4,0,3,60560,-13.165455746367238
1098,2019-10-25,51503,23.8,0,4,52587,-2.061345960028144
1099,2019-10-26,50229,25.3,1,5,51503,-2.4736423120983244
1100,2019-10-27,47920,26.0,1,6,50229,-4.59694598737781
1101,2019-10-28,50084,22.8,0,0,47920,4.515859766277129
1102,2019-10-29,49775,22.9,0,1,50084,-0.6169635013177861
1103,2019-10-30,50130,22.7,0,2,49775,0.7132094424912104
1104,2019-10-31,49200,22.5,0,3,50130,-1.8551765409934171
1105,2019-11-01,47898,19.2,0,4,49200,-2.6463414634146343
1106,2019-11-02,47032,21.3,1,5,47898,-1.8080086851225519
1107,2019-11-03,44258,23.8,1,6,47032,-5.898111923796564
1108,2019-11-04,49596,24.4,0,0,44258,12.061096298974197
1109,2019-11-05,49860,22.7,0,1,49596,0.5323009920154851
1110,2019-11-06,50412,23.1,0,2,49860,1.1070998796630565
1111,2019-11-07,51183,24.9,0,3,50412,1.5293977624375148
1112,2019-11-08,50587,23.8,0,4,51183,-1.1644491335013578
1113,2019-11-09,47664,21.7,1,5,50587,-5.778164350524839
1114,2019-11-10,43795,21.9,1,6,47664,-8.117237327962403
1115,2019-11-11,49451,22.6,0,0,43795,12.914716291814136
1116,2019-11-12,50773,22.8,0,1,49451,2.673353420557724
1117,2019-11-13,52124,24.5,0,2,50773,2.660863057136667
1118,2019-11-14,49532,20.7,0,3,52124,-4.972757271122708
1119,2019-11-15,50063,22.4,0,4,49532,1.0720342404909957
1120,2019-11-16,48419,24.7,1,5,50063,-3.2838623334598407
1121,2019-11-17,46088,25.9,1,6,48419,-4.814225820442388
1122,2019-11-18,52483,25.7,0,0,46088,13.87562923103628
1123,2019-11-19,48901,19.4,0,1,52483,-6.825067164605682
1124,2019-11-20,49485,20.6,0,2,48901,1.1942496063475183
1125,2019-11-21,49604,21.2,0,3,49485,0.24047691219561484
1126,2019-11-22,49919,22.3,0,4,49604,0.6350294331102331
1127,2019-11-23,48268,23.7,1,5,49919,-3.307357919830125
1128,2019-11-24,45356,24.5,1,6,48268,-6.032982514295186
1129,2019-11-25,50639,24.0,0,0,45356,11.647852544316077
1130,2019-11-26,50253,22.7,0,1,50639,-0.7622583384348032
1131,2019-11-27,51549,24.3,0,2,50253,2.5789505104172887
1132,2019-11-28,49336,20.9,0,3,51549,-4.293002774059632
1133,2019-11-29,49111,21.1,0,4,49336,-0.4560564293821956
1134,2019-11-30,47058,21.6,1,5,49111,-4.180326199833032
1135,2019-12-01,43585,21.7,1,6,47058,-7.380254154447703
1136,2019-12-02,47553,18.9,0,0,43585,9.104049558334289
1137,2019-12-03,48707,17.9,0,1,47553,2.4267659243370554
1138,2019-12-04,48659,16.2,0,2,48707,-0.09854846325990105
1139,2019-12-05,48754,17.6,0,3,48659,0.1952362358453729
1140,2019-12-06,48624,17.1,0,4,48754,-0.2666447881199491
1141,2019-12-07,47199,15.0,1,5,48624,-2.9306515301085883
1142,2019-12-08,44482,14.3,1,6,47199,-5.756477891480752
1143,2019-12-09,48798,15.1,0,0,44482,9.702801133042579
1144,2019-12-10,49679,14.5,0,1,48798,1.8054018607319973
1145,2019-12-11,49963,15.3,0,2,49679,0.571670122184424
1146,2019-12-12,50287,16.5,0,3,49963,0.6484798751075797
1147,2019-12-13,49851,18.5,0,4,50287,-0.867023286336429
1148,2019-12-14,47854,19.6,1,5,49851,-4.005937694329101
1149,2019-12-15,44940,22.1,1,6,47854,-6.089355121828896
1150,2019-12-16,49661,22.9,0,0,44940,10.505117935024478
1151,2019-12-17,51020,23.3,0,1,49661,2.7365538350013088
1152,2019-12-18,51952,24.4,0,2,51020,1.8267346138769112
1153,2019-12-19,51176,23.1,0,3,51952,-1.493686479827533
1154,2019-12-20,49292,17.1,0,4,51176,-3.6814131624198847
1155,2019-12-21,48266,16.1,1,5,49292,-2.0814736671265113
1156,2019-12-22,45674,16.5,1,6,48266,-5.3702399204408895
1157,2019-12-23,50124,17.8,0,0,45674,9.742960984367475
1158,2019-12-24,51233,21.4,0,1,50124,2.2125129678397575
1159,2019-12-25,51190,23.3,0,2,51233,-0.08393027931216208
1160,2019-12-26,50487,21.9,0,3,51190,-1.373315100605587
1161,2019-12-27,49210,16.9,0,4,50487,-2.529363994691703
1162,2019-12-28,47648,17.2,1,5,49210,-3.174151595204227
1163,2019-12-29,44920,18.6,1,6,47648,-5.725319006044325
1164,2019-12-30,47624,19.7,0,0,44920,6.019590382902939
1165,2019-12-31,47274,20.6,0,1,47624,-0.7349235679489333
